65.6666666666667	83.6666666666667	78.6666666666667	84.6666666666667	45.6666666666667	89.6666666666667	26
85.6666666666667	53.3333333333333	87.6666666666667	50	65	67.3333333333333	56
83.6666666666667	52	69.3333333333333	75.6666666666667	60	75.6666666666667	51.6666666666667
41.6666666666667	72.6666666666667	80	41	58.6666666666667	72.6666666666667	64.3333333333333
79.6666666666667	62	65.6666666666667	67.6666666666667	20.3333333333333	68.3333333333333	39.3333333333333
72	91.6666666666667	71.3333333333333	74.3333333333333	32	65.6666666666667	57.3333333333333
75	85.3333333333333	82.6666666666667	89.3333333333333	69	79	66.6666666666667
84	88.3333333333333	85.6666666666667	73.3333333333333	52.6666666666667	75	32
62.3333333333333	53.6666666666667	77.3333333333333	47.3333333333333	22.3333333333333	66	28.6666666666667
60	60.3333333333333	91.3333333333333	46	49.6666666666667	75.6666666666667	47
80	76.3333333333333	81.6666666666667	81	75.6666666666667	77	40
66.3333333333333	78	79.6666666666667	63.6666666666667	51.6666666666667	66	32.6666666666667
84.3333333333333	63.6666666666667	89.3333333333333	68.6666666666667	82.3333333333333	89.3333333333333	23
85.6666666666667	76	88.3333333333333	71	54.6666666666667	88.3333333333333	44
54	66.3333333333333	59.3333333333333	51.3333333333333	42	44.3333333333333	51
56.6666666666667	71.3333333333333	82	45.6666666666667	61.3333333333333	44.6666666666667	33.3333333333333
83	84	72.3333333333333	35.6666666666667	53.3333333333333	68.3333333333333	29
31.6666666666667	68	63.3333333333333	19.6666666666667	48.3333333333333	69.3333333333333	34.3333333333333
52	44.3333333333333	49.6666666666667	46.6666666666667	49.6666666666667	36.6666666666667	50.6666666666667
74	70.6666666666667	80	64	56.6666666666667	80.3333333333333	59
61	76.3333333333333	82.3333333333333	75	57.3333333333333	93.3333333333333	50
55.6666666666667	68	74.6666666666667	38	29.6666666666667	54.3333333333333	51
75	47.6666666666667	62.6666666666667	75.6666666666667	28.6666666666667	37.6666666666667	39.6666666666667
54.3333333333333	78	46.3333333333333	74	73	79.3333333333333	40.6666666666667
93	45.3333333333333	81.6666666666667	91	53	49.3333333333333	46
80.6666666666667	67.6666666666667	79	74	16.6666666666667	75	32.3333333333333
81.6666666666667	85.3333333333333	79.6666666666667	86	72.6666666666667	83.3333333333333	32.6666666666667
77	73	77	61.6666666666667	70.6666666666667	46.6666666666667	49.3333333333333
67.3333333333333	70.3333333333333	78	62.6666666666667	33.6666666666667	71.6666666666667	12.6666666666667
66.3333333333333	68	75.3333333333333	64.3333333333333	59.6666666666667	85	22.3333333333333
82	61	72	62.6666666666667	66	74.3333333333333	39.3333333333333
65.3333333333333	42.6666666666667	59.6666666666667	52	40.3333333333333	58	56.3333333333333
56.6666666666667	67.3333333333333	68.6666666666667	74	71.3333333333333	75.3333333333333	42.3333333333333
71.3333333333333	37.6666666666667	70.6666666666667	45	46	69	56
77.3333333333333	76.6666666666667	82	56.6666666666667	44.6666666666667	76.3333333333333	50
61.3333333333333	51.6666666666667	66.3333333333333	54	43.6666666666667	53	34.6666666666667
87.3333333333333	78	93.3333333333333	94.3333333333333	75	96.3333333333333	79
69.6666666666667	55.6666666666667	58.3333333333333	42.3333333333333	40.3333333333333	67.6666666666667	17.3333333333333
76	60	83	51	63.3333333333333	44.6666666666667	12
90.3333333333333	71.3333333333333	61	84	61.6666666666667	68.6666666666667	34.6666666666667
52.3333333333333	62.3333333333333	71.3333333333333	60.3333333333333	49	84	20
89.3333333333333	82	82.6666666666667	54.3333333333333	73	68.6666666666667	5
63.6666666666667	82	64.6666666666667	72	65.3333333333333	62.3333333333333	23.6666666666667
53.3333333333333	49.6666666666667	68.3333333333333	60.3333333333333	63.3333333333333	69	50
28.3333333333333	71.6666666666667	61	17.3333333333333	26	85	55.3333333333333
85.6666666666667	61.3333333333333	78	31	41.3333333333333	55	16.3333333333333
58.6666666666667	72	73.6666666666667	80.3333333333333	39	90	19.3333333333333
69.6666666666667	82.6666666666667	86.6666666666667	53	69	68.3333333333333	64.6666666666667
63.6666666666667	69.6666666666667	81.6666666666667	85	62	87.6666666666667	23
82.3333333333333	58.6666666666667	76	63.6666666666667	64.3333333333333	98.3333333333333	56.3333333333333
90	59	77.3333333333333	74.6666666666667	72.3333333333333	72	40.6666666666667
64.6666666666667	45	68.6666666666667	66	67.3333333333333	40	14.6666666666667
83.3333333333333	86	81	49.6666666666667	40.3333333333333	88	22.3333333333333
73.6666666666667	90	76.6666666666667	60.3333333333333	64	70	47
66.3333333333333	51.3333333333333	86.6666666666667	72.3333333333333	46.3333333333333	67	20.6666666666667
78.6666666666667	71	82	62.6666666666667	59.3333333333333	27	15.6666666666667
70	59	58.3333333333333	82.6666666666667	52.3333333333333	56	13
